Name	Pfad	de	en	fr	it
help	/rdmo/question[31]/help[4]	"Diese Informationen sind für alle Arten von Daten relevant, um ihre Genese nachvollziehen zu können. Bei reproduzierbaren Daten kommt ein weiterer Aspekt hinzu. Diese müssen nicht notwendigerweise aufbewahrt werden - allerdings müssen
			alle Geräte, Software und auch Informationen über die Vorgehensweise erhalten bleiben, die notwendig sind, um die Daten erneut erstellen zu können."	"This information is necessary to be able to reconstruct the process by which the data was generated. It is also a prerequisite to judge the objectivity, reliability and validity of the dataset. For reproducible data, it is also
			required to re-generate the data if need be."	"Ces informations sont nécessaires pour pouvoir reconstruire le processus par lequel les données ont été générées. C'est également une condition préalable pour juger de l'objectivité, de la fiabilité et de la validité du jeu de
			données. Pour les données reproductibles, il est également nécessaire pour recréer les données si nécessaire."	
text	/rdmo/question[31]/text[4]	Welche Instrumente, Software, Technologien oder Verfahren werden zur Erzeugung oder Erfassung der Daten genutzt?	Which tools, software, technologies or processes are used to generate or collect the data?	Quels outils, logiciels, technologies ou processus sont utilisés pour générer ou collecter les données?	
verbose_name	/rdmo/question[31]/verbose_name[4]				
verbose_name_plural	/rdmo/question[31]/verbose_name_plural[4]				
help	/rdmo/question[32]/help[4]	"Um Daten nachnutzen zu können, bspw. für die Replikation von Studien, Metaanalysen oder die Beantwortung neuer Forschungsfragen, werden neben den Daten selbst auch die Software, Geräte etc. und das Wissen über spezielle Verfahren zur
			Nutzung benötigt. Ebenso wie bei den Formaten gilt hier: je standardisierter, offener und etablierter diese sind, desto einfacher ist i.d.R. eine Nachnutzung möglich."	"To be able to re-use data (e.g. to replicate studies, for meta analysis or to solve new research questions), along with the data the software, equipment and knowledge about special methods to use the data are required . Just as with
			the formats, the recommendation is: the more standardised, open and established, the better for re-use."	"Pour pouvoir réutiliser les données (par exemple pour répliquer des études, pour une méta-analyse ou pour résoudre de nouvelles questions de recherche), ainsi que les données, le logiciel, l'équipement et les connaissances sur les
			méthodes spéciales d'utilisation des données sont nécessaires. Tout comme pour les formats, la recommandation est: plus ils sont standardisés, ouverts et établis, mieux ils sont réutilisables."	
text	/rdmo/question[32]/text[4]	Welche Software, Verfahren oder Technologien sind notwendig, um die Daten zu nutzen?	Which software, processes or technologies are necessary to use the data?	Quels logiciels, processus ou technologies sont nécessaires pour utiliser les données?	
verbose_name	/rdmo/question[32]/verbose_name[4]				
verbose_name_plural	/rdmo/question[32]/verbose_name_plural[4]				
help	/rdmo/question[33]/help[4]				
text	/rdmo/question[33]/text[4]	Wird die Dokumentation von ggf. zur Nutzung notwendiger Software benötigt, um die Daten zu nutzen?	Is documentation about relevant software needed to use the data?	Une documentation sur les logiciels pertinents est-elle nécessaire pour utiliser les données?	
verbose_name	/rdmo/question[33]/verbose_name[4]				
verbose_name_plural	/rdmo/question[33]/verbose_name_plural[4]				
title	/rdmo/questionset[17]/title[4]	Versionierung	Versioning	Versioning	
help	/rdmo/questionset[17]/help[4]				
verbose_name	/rdmo/questionset[17]/verbose_name[4]	Datensatz	dataset	jeu de données	raccolta di dati
verbose_name_plural	/rdmo/questionset[17]/verbose_name_plural[4]	Datensätze	datasets	jeux de données	raccolte di dati
help	/rdmo/question[34]/help[4]				
text	/rdmo/question[34]/text[4]	Werden verschiedene Versionen des Datensatzes erzeugt?	Are different versions of the dataset created?	Des versions différentes du jeu de données sont-elles créées?	
verbose_name	/rdmo/question[34]/verbose_name[4]				
verbose_name_plural	/rdmo/question[34]/verbose_name_plural[4]				
help	/rdmo/question[35]/help[4]	Bitte beschreiben Sie hier kurz projektinterne Regelungen zur Versionierung von Datensätzen (z.B.: Welche Änderungen machen eine neue Version erforderlich? Wie werden die Änderungen dokumentiert? Wie werden die verschiedenen Versionen benannt?)	Please briefly describe the project-internal regulations for the versioning of data sets (e.g.: What kind of changes require a new version? How are changes documented? What are the naming rules for different versions?)	"Veuillez décrire brièvement les réglementations internes au projet pour la gestion des versions des jeux de données (par exemple: quels types de modifications nécessitent une nouvelle version? Comment les modifications sont-elles
			documentées? Quelles sont les règles de dénomination pour les différentes versions?)"	
text	/rdmo/question[35]/text[4]	Welche Versionierungsstrategie wird für diesen Datensatz angewandt?	Which versioning strategy is applied for this dataset?	Quelle stratégie de version est appliquée pour cet jeu de données?	
verbose_name	/rdmo/question[35]/verbose_name[4]				
verbose_name_plural	/rdmo/question[35]/verbose_name_plural[4]				
help	/rdmo/question[36]/help[4]				
text	/rdmo/question[36]/text[4]	Welche Technologie bzw. welches Tool wird zur Versionierung verwendet?	Which technology or tool is used for versioning?	Quelle technologie ou quel outil est utilisé pour le contrôle de version?	
verbose_name	/rdmo/question[36]/verbose_name[4]				
verbose_name_plural	/rdmo/question[36]/verbose_name_plural[4]				
title	/rdmo/section[4]/title[4]	Datennutzung	Data usage	Utilisation de données	Utilizzo dei dati
title	/rdmo/questionset[18]/title[4]	Nutzungsszenarien	Usage scenarios	Scénarios d'utilisation	Scenari per l'utilizzo
help	/rdmo/questionset[18]/help[4]	"Die folgenden Fragen dienen dazu einzuschätzen, welche Ressourcen für die geplante Nutzung der Daten während der Projektlaufzeit nötig sind. Dabei kann es sich um technische bzw. IT-Ressourcen handeln, aber auch um Expertise, die z.B.
			Datenmanagement- oder IT-ExpertInnen eingebracht wird."	"The following questions will help to estimate, which ressources are necessary to enable the envisioned data usage scenarios during the project. These can be technical / IT resources as well as expertise brought in by e.g. data
			managment or IT experts."	"Les questions suivantes aideront à estimer les ressources nécessaires pour permettre les scénarios d'utilisation des données envisagés pendant le projet. Il peut s'agir de ressources techniques / informatiques ainsi que de l'expertise
			apportée par ex. experts en gestion de données ou en informatique."	
verbose_name	/rdmo/questionset[18]/verbose_name[4]	Datensatz	dataset	jeu de données	raccolta di dati
verbose_name_plural	/rdmo/questionset[18]/verbose_name_plural[4]	Datensätze	datasets	jeux de données	raccolte di dati
help	/rdmo/question[37]/help[4]				
text	/rdmo/question[37]/text[4]	Wozu / wie wird dieser Datensatz während des Projektes genutzt?	How / for what purpose will this dataset be used during the project?	Comment / dans quel but ce jeu de données sera-t-il utilisé pendant le projet?	
verbose_name	/rdmo/question[37]/verbose_name[4]				
verbose_name_plural	/rdmo/question[37]/verbose_name_plural[4]				
help	/rdmo/question[38]/help[4]				
text	/rdmo/question[38]/text[4]	Wie häufig wird dieser Datensatz genutzt?	How often will this dataset be used?	À quelle fréquence ce jeu de données sera-t-il utilisé?	
verbose_name	/rdmo/question[38]/verbose_name[4]				
verbose_name_plural	/rdmo/question[38]/verbose_name_plural[4]				
help	/rdmo/question[39]/help[4]				
text	/rdmo/question[39]/text[4]	In welchem Umfang werden Infrastrukturressourcen benötigt (CPU-Stunden, Bandbreite, Speicherplatz etc.)?	To what extent will infrastructure resources be required (e.g. CPU hours, bandwidth, storage space... etc.).	Dans quelle mesure les ressources d'infrastructure seront-elles nécessaires (par exemple, heures CPU, bande passante, espace de stockage ... etc.).	
verbose_name	/rdmo/question[39]/verbose_name[4]				
verbose_name_plural	/rdmo/question[39]/verbose_name_plural[4]				
help	/rdmo/question[40]/help[4]				
text	/rdmo/question[40]/text[4]	Gibt es beabsichtigte (ggf. auch potentielle) Nutzungsszenarien, für die die Unterstützung durch Datenmanagement- oder IT-ExpertInnen sinnvoll oder notwendig ist?	Are there actual or potential usage scenarios that could benefit from support by a data management or IT expert, or that even require such support?	Existe-t-il des scénarios d'utilisation réels ou potentiels qui pourraient bénéficier de l'assistance d'un expert en gestion de données ou en informatique, ou qui nécessitent même une telle assistance?	
verbose_name	/rdmo/question[40]/verbose_name[4]				
verbose_name_plural	/rdmo/question[40]/verbose_name_plural[4]				
title	/rdmo/questionset[19]/title[4]	Datenorganisation	Data organisation	Organisation des données	Organizzazione dei dati
help	/rdmo/questionset[19]/help[4]				
verbose_name	/rdmo/questionset[19]/verbose_name[4]	Datensatz	dataset	jeu de données	raccolta di dati
verbose_name_plural	/rdmo/questionset[19]/verbose_name_plural[4]	Datensätze	datasets	jeux de données	raccolte di dati
help	/rdmo/question[41]/help[4]				
text	/rdmo/question[41]/text[4]	Wo wird der Datensatz während des Projektes gespeichert?	Where is the dataset stored during the project?	Où le jeu de données est-il stocké pendant le projet?	Dove viene salvata la raccolta di dati durante il progetto?
verbose_name	/rdmo/question[41]/verbose_name[4]				
verbose_name_plural	/rdmo/question[41]/verbose_name_plural[4]				
help	/rdmo/question[42]/help[4]				
text	/rdmo/question[42]/text[4]	Unter welcher URL kann der Datensatz während des Projektes abgerufen werden?	Under which URL can the dataset be accessed during the project?	Sous quelle URL le jeu de données peut-il être consulté pendant le projet?	
verbose_name	/rdmo/question[42]/verbose_name[4]				
verbose_name_plural	/rdmo/question[42]/verbose_name_plural[4]				
help	/rdmo/question[43]/help[4]				
text	/rdmo/question[43]/text[4]	Gibt es projektinterne Richtlinien zur einheitlichen Organisation der Daten? Wenn ja, wo sind diese festgehalten?	Are there internal project guidelines for a consistent organisation of the data? If so, where they are documented?	Existe-t-il des directives internes du projet pour une organisation cohérente des données? Si oui, où sont-ils documentés?	
verbose_name	/rdmo/question[43]/verbose_name[4]				
verbose_name_plural	/rdmo/question[43]/verbose_name_plural[4]				
help	/rdmo/question[44]/help[4]				
text	/rdmo/question[44]/text[4]	Gibt es eine projektinterne Richtlinie zur Benennung der Daten? Wenn ja, bitte skizzieren Sie sie kurz und verlinken Sie ggf. zu einer ausführlicheren Dokumentation.	Is there a internal project guideline for naming the data? If so, please briefly outline the naming conventions and, if necessary, link to the documentation.	Existe-t-il une directive de projet interne pour nommer les données? Dans l'affirmative, veuillez brièvement décrire les conventions de dénomination et, si nécessaire, un lien vers la documentation.	
verbose_name	/rdmo/question[44]/verbose_name[4]				
verbose_name_plural	/rdmo/question[44]/verbose_name_plural[4]				
title	/rdmo/questionset[20]/title[4]	Datenspeicherung und -sicherheit	Data storage and security	Stockage et sécurité des données	Stoccaggio e sicurezza dei dati
help	/rdmo/questionset[20]/help[4]				
verbose_name	/rdmo/questionset[20]/verbose_name[4]	Datensatz	dataset	jeu de données	raccolta di dati
verbose_name_plural	/rdmo/questionset[20]/verbose_name_plural[4]	Datensätze	datasets	jeux de données	raccolte di dati
help	/rdmo/question[45]/help[4]	z.B. Projektmitglieder, Projektpartner, nur Interne, externe Partner	e.g. project members, partners of the project, only in-house, external partners		
text	/rdmo/question[45]/text[4]	Wer darf auf den Datensatz zugreifen?	Who is allowed to access the dataset?	Qui est autorisé à accéder au jeu de données?	
verbose_name	/rdmo/question[45]/verbose_name[4]				
verbose_name_plural	/rdmo/question[45]/verbose_name_plural[4]				
help	/rdmo/question[46]/help[4]	Die Frage bezieht sich auf Backups während der Zeit, in denen mit den Daten gearbeitet wird. Fragen der Langzeitarchivierung werden gesondert im entsprechenden Abschnitt behandelt.	This question refers to backups while the data is being worked with. Questions of long-term preservation will be adressed in the respective section.	Cette question fait référence aux sauvegardes pendant le traitement des données. Les questions de conservation à long terme seront traitées dans la section correspondante.	
text	/rdmo/question[46]/text[4]	Wie und wie oft werden Backups der Daten erstellt?	How and how often will backups of the data be created?	Comment et à quelle fréquence les sauvegardes des données seront-elles créées?	
verbose_name	/rdmo/question[46]/verbose_name[4]				
verbose_name_plural	/rdmo/question[46]/verbose_name_plural[4]				
help	/rdmo/question[47]/help[4]	Die Frage bezieht sich auf Backups während der Zeit, in denen mit den Daten gearbeitet wird. Fragen der Langzeitarchivierung werden gesondert im entsprechenden Abschnitt behandelt.	This question refers to backups while the data is being worked with. Questions of long-term preservation will be adressed in the respective section.	Cette question fait référence aux sauvegardes pendant le traitement des données. Les questions de conservation à long terme seront traitées dans la section correspondante.	
text	/rdmo/question[47]/text[4]	Wer ist verantwortlich für die Erstellung der Backups?	Who is responsible for the backups?	Qui est responsable des sauvegardes?	
verbose_name	/rdmo/question[47]/verbose_name[4]				
verbose_name_plural	/rdmo/question[47]/verbose_name_plural[4]				
help	/rdmo/question[48]/help[4]				
text	/rdmo/question[48]/text[4]	Welche Maßnahmen zur Gewährleistung der Datensicherheit werden getroffen (z. B. Schutz vor unbefugtem Zugriff, Datenwiederherstellung, Übertragung sensibler Daten)?	Which measures or provisions are in place to ensure data security (e.g. protection against unauthorized access, data recovery, transfer of sensitive data)?	Quelles mesures ou dispositions sont en place pour garantir la sécurité des données (par exemple, la protection contre les accès non autorisés, la récupération de données, le transfert de données sensibles)?	
verbose_name	/rdmo/question[48]/verbose_name[4]				
verbose_name_plural	/rdmo/question[48]/verbose_name_plural[4]				
title	/rdmo/questionset[21]/title[4]	Interoperabilität	Interoperability	Interopérabilité	Interoperabilità
help	/rdmo/questionset[21]/help[4]				
verbose_name	/rdmo/questionset[21]/verbose_name[4]	Datensatz	dataset	jeu de données	raccolta di dati
verbose_name_plural	/rdmo/questionset[21]/verbose_name_plural[4]	Datensätze	datasets	jeux de données	raccolte di dati
help	/rdmo/question[49]/help[4]				
text	/rdmo/question[49]/text[4]	Ist der Datensatz interoperabel, d.h. geeignet für den Datenaustausch und die Nachnutzung zwischen bzw. von unterschiedlichen Forschenden, Institutionen, Organisationen und Ländern?	Is this dataset interoperable, i.e. allowing data exchange and re-use between researchers, institutions, organisations, countries etc.?	Cet jeu de données est-il interopérable, c'est-à-dire permettant l'échange et la réutilisation de données entre chercheurs, institutions, organisations, pays, etc.?	
verbose_name	/rdmo/question[49]/verbose_name[4]				
verbose_name_plural	/rdmo/question[49]/verbose_name_plural[4]				
title	/rdmo/questionset[22]/title[4]	Weitergabe und Veröffentlichung	Data sharing and re-use	Partage et réutilisation des données	Condivisione e riutilizzo dei dati
help	/rdmo/questionset[22]/help[4]				
verbose_name	/rdmo/questionset[22]/verbose_name[4]	Datensatz	dataset	jeu de données	raccolta di dati
verbose_name_plural	/rdmo/questionset[22]/verbose_name_plural[4]	Datensätze	datasets	jeux de données	raccolte di dati
help	/rdmo/question[50]/help[4]				
text	/rdmo/question[50]/text[4]	Soll dieser Datensatz veröffentlicht oder geteilt werden?	Will this dataset be published or shared?	Ce jeu de données sera-t-il publié ou partagé?	
verbose_name	/rdmo/question[50]/verbose_name[4]				
verbose_name_plural	/rdmo/question[50]/verbose_name_plural[4]				
help	/rdmo/question[51]/help[4]				
text	/rdmo/question[51]/text[4]	Wenn nicht, begründen Sie dies bitte und unterscheiden Sie dabei zwischen rechtlichen und/oder vertraglichen Gründen und freiwilligen Einschränkungen.	If no, please explain why not. Please differentiate between legal and contractual reasons and voluntary restrictions.	Si non, veuillez expliquer pourquoi. Veuillez différencier les raisons légales et contractuelles des restrictions volontaires.	
verbose_name	/rdmo/question[51]/verbose_name[4]				
verbose_name_plural	/rdmo/question[51]/verbose_name_plural[4]				
help	/rdmo/question[52]/help[4]	"Die Auswahlmöglichkeiten orientieren sich an Lizenzen der <a href=""http://de.creativecommons.org/was-ist-cc/"" target=""_blank"">Creative-Commons-Familie</a>."	"The options refer to the licenses of the creativecommons.org
		"	Les options se réfèrent aux licences de creativecommons.org	
text	/rdmo/question[52]/text[4]	Wenn ja, unter welchen Nutzungsbedingungen oder welcher Lizenz sollen die Daten veröffentlicht bzw. geteilt werden?	If yes, under which terms of use or license will the dataset be published or shared?	Si oui, selon quelles conditions d'utilisation ou de licence le jeu de données sera-t-il publié ou partagé?	
verbose_name	/rdmo/question[52]/verbose_name[4]				
verbose_name_plural	/rdmo/question[52]/verbose_name_plural[4]				
help	/rdmo/question[53]/help[4]				
text	/rdmo/question[53]/text[4]	Sollte die Nachnutzung dieses Datensatzes Einschränkungen unterliegen, erläutern Sie bitte die Gründe.	If there are any restrictions on the re-use of this dataset, please explain why.	S'il existe des restrictions sur la réutilisation de cet jeu de données, veuillez expliquer pourquoi.	
verbose_name	/rdmo/question[53]/verbose_name[4]				
verbose_name_plural	/rdmo/question[53]/verbose_name_plural[4]				
help	/rdmo/question[54]/help[4]				
text	/rdmo/question[54]/text[4]	Wann werden die Daten veröffentlicht?	When will the data be published (if they are)?	Quand les données seront-elles publiées (si elles le sont)?	
verbose_name	/rdmo/question[54]/verbose_name[4]				
verbose_name_plural	/rdmo/question[54]/verbose_name_plural[4]				
title	/rdmo/questionset[23]/title[4]	Kollaboratives Arbeiten	Collaborative work	Travail collaboratif	Lavoro collaborativo
help	/rdmo/questionset[23]/help[4]				
verbose_name	/rdmo/questionset[23]/verbose_name[4]	Datensatz	dataset	jeu de données	raccolta di dati
verbose_name_plural	/rdmo/questionset[23]/verbose_name_plural[4]	Datensätze	datasets	jeux de données	raccolte di dati
help	/rdmo/question[55]/help[4]				
text	/rdmo/question[55]/text[4]	Werden die Daten kollaborativ genutzt?	Will the data be collaboratively used?	Les données seront-elles utilisées en collaboration?	
verbose_name	/rdmo/question[55]/verbose_name[4]				
verbose_name_plural	/rdmo/question[55]/verbose_name_plural[4]				
help	/rdmo/question[56]/help[4]				
text	/rdmo/question[56]/text[4]	Welche Plattform, welche Werkzeuge werden zum kollaborativen Arbeiten an Daten und Publikationen genutzt?	Which platform / tools is / are used for collaboratively working on data and publications?	Quelle plateforme / quels outils sont / sont utilisés pour travailler en collaboration sur les données et les publications?	
verbose_name	/rdmo/question[56]/verbose_name[4]				
verbose_name_plural	/rdmo/question[56]/verbose_name_plural[4]				
help	/rdmo/question[57]/help[4]				
text	/rdmo/question[57]/text[4]	Wie ist das kollaborative Arbeiten an denselben Dateien geregelt?	How is the collaborative work on the same files organised?	Comment le travail collaboratif sur les mêmes fichiers est-il organisé?	
verbose_name	/rdmo/question[57]/verbose_name[4]				
verbose_name_plural	/rdmo/question[57]/verbose_name_plural[4]				
title	/rdmo/questionset[24]/title[4]	Qualitätssicherung	Quality assurance	Contrôle de la qualité	Controllo qualità
help	/rdmo/questionset[24]/help[4]				
verbose_name	/rdmo/questionset[24]/verbose_name[4]	Datensatz	dataset	jeu de données	raccolta di dati
verbose_name_plural	/rdmo/questionset[24]/verbose_name_plural[4]	Datensätze	datasets	jeux de données	raccolte di dati
help	/rdmo/question[58]/help[4]	Beispiele sind Überprüfung auf Vollständigkeit, Datenabgleich, Stichprobenverfahren. Diese Maßnahmen dienen dazu Dokumentationsfehler und rechnerische Auffälligkeiten zu ermitteln.	Examples are checks for completeness, data reconciliation, sampling procedures. These measures serve to identify documentation errors and arithmetical anomalies.		
text	/rdmo/question[58]/text[4]	Welche Maßnahmen zur Qualitätssicherung werden für diesen Datensatz ergriffen?	Which measures of quality assurance are taken for this dataset?	Quelles mesures de contrôle de la qualité sont prises pour ce jeu de données?	
verbose_name	/rdmo/question[58]/verbose_name[4]				
verbose_name_plural	/rdmo/question[58]/verbose_name_plural[4]				
title	/rdmo/questionset[25]/title[4]	Datenintegration	Data integration	Intégration de données	Integrazione dei dati
help	/rdmo/questionset[25]/help[4]				
verbose_name	/rdmo/questionset[25]/verbose_name[4]				
verbose_name_plural	/rdmo/questionset[25]/verbose_name_plural[4]				
help	/rdmo/question[59]/help[4]	Wie wird z. B. Herkunft und Qualität der Daten dokumentiert?	For example, how is the origin and quality of the data documented?		
text	/rdmo/question[59]/text[4]	Wird die Integration zwischen nachgenutzten und erzeugten Daten gewährleistet? Wenn ja, wie?	Is the integration between the re-used and newly created data ensured? If yes, by which means?	L'intégration entre les données réutilisées et nouvellement créées est-elle assurée? Si oui, par quels moyens?	
verbose_name	/rdmo/question[59]/verbose_name[4]				
verbose_name_plural	/rdmo/question[59]/verbose_name_plural[4]				
title	/rdmo/questionset[26]/title[4]	Kosten	Costs	Coûts	Costi
help	/rdmo/questionset[26]/help[4]				
verbose_name	/rdmo/questionset[26]/verbose_name[4]				
verbose_name_plural	/rdmo/questionset[26]/verbose_name_plural[4]				
help	/rdmo/question[60]/help[4]	Bitte schätzen sie den Aufwand in Personenmonaten ( 1 PM = Monatsarbeitszeit eines Vollzeitbeschäftigten).	Please estimate the effort in person months.	Veuillez estimer l'effort en mois-personnes.	
text	/rdmo/question[60]/text[4]	Welcher Personalaufwand für das Datenmanagement entsteht im Rahmen der Erhebung, Erstellung oder Akquise der Daten im Projekt?	What are the personnel costs for data management associated with the creation or acquisition of data in the project?	Quels sont les frais de personnel pour la gestion des données associés à la création ou à l'acquisition de données dans le projet?	
verbose_name	/rdmo/question[60]/verbose_name[4]				
verbose_name_plural	/rdmo/question[60]/verbose_name_plural[4]				
help	/rdmo/question[61]/help[4]	Bitte schätzen sie die Kosten in **Euro**.	Please estimate the effort in **Euro**.	Veuillez estimer l'effort en **Euro**.	
text	/rdmo/question[61]/text[4]	Welche Sachkosten für das Datenmanagement entstehen im Rahmen der Erhebung, Erstellung oder Akquise der Daten im Projekt?	What is the amount of non-personnel-costs for data management associated with the creation or acquisiton of data in the project?	Quel est le montant des dépenses non liées au personnel pour la gestion des données associées à la création ou à l'acquisition de données dans le projet?	
verbose_name	/rdmo/question[61]/verbose_name[4]				
verbose_name_plural	/rdmo/question[61]/verbose_name_plural[4]				
help	/rdmo/question[62]/help[4]	Bitte schätzen sie den Aufwand in Personenmonaten. (1 PM = Monatsarbeitszeit eines Vollzeitbeschäftigten)	Please estimate the effort in person months.	Veuillez estimer l'effort en mois-personne.	
text	/rdmo/question[62]/text[4]	Welcher Personalaufwand für das Datenmanagement entsteht im Zusammenhang mit der Nutzung der Daten im Projekt?	What are the personnel costs for data management associated with the the usage of data in the project?	Quels sont les coûts de personnel pour la gestion des données associés à l'utilisation des données dans le projet?	
verbose_name	/rdmo/question[62]/verbose_name[4]				
verbose_name_plural	/rdmo/question[62]/verbose_name_plural[4]				
help	/rdmo/question[63]/help[4]	Bitte schätzen sie die Kosten in **Euro**.	Please estimate the costs in **Euro**.	Veuillez estimer les coûts en **Euro**.	
text	/rdmo/question[63]/text[4]	Welche Sachkosten für das Datenmanagement entstehen im Zusammenhang mit der Nutzung der Daten im Projekt?	What is the amount of non-personnel-costs for data management associated with the usage of data in the project?	Quel est le montant des dépenses non liées au personnel pour la gestion des données associées à l'utilisation des données dans le projet?	
verbose_name	/rdmo/question[63]/verbose_name[4]				
verbose_name_plural	/rdmo/question[63]/verbose_name_plural[4]				
help	/rdmo/question[64]/help[4]	Bitte schätzen sie den Aufwand in Personenmonaten. (1 PM = Monatsarbeitszeit eines Vollzeitbeschäftigten)	Please estimate the effort in person months.	Veuillez estimer l'effort en mois-personne.	
text	/rdmo/question[64]/text[4]	Welcher Personalaufwand entsteht im Zusammenhang mit der Speicherung der Daten und Maßnahmen zur Datensicherheit während des Projektes?	What are the personnel costs associated with data storage and data security in the project?	Quels sont les coûts de personnel associés au stockage et à la sécurité des données dans le projet?	
verbose_name	/rdmo/question[64]/verbose_name[4]				
verbose_name_plural	/rdmo/question[64]/verbose_name_plural[4]				
help	/rdmo/question[65]/help[4]	Bitte schätzen sie die Kosten in **Euro**.	Please estimate the costs in **Euro**.	Veuillez estimer les coûts en **Euro**.	
text	/rdmo/question[65]/text[4]	Welche Sachkosten entstehen im Zusammenhang mit der Speicherung der Datensätze während des Projektes?	What is the amount of non-personnel costs associated with the storage of the data sets during the project?	Quel est le montant des dépenses non liées au personnel associées au stockage des jeux de données pendant le projet?	
verbose_name	/rdmo/question[65]/verbose_name[4]				
verbose_name_plural	/rdmo/question[65]/verbose_name_plural[4]				
title	/rdmo/section[5]/title[4]	Metadaten und Referenzierung	Metadata and referencing	Métadonnées et référencement	Metadati e riferimenti
title	/rdmo/questionset[27]/title[4]	Metadaten	Metadata	Métadonnées	Metadati
help	/rdmo/questionset[27]/help[4]				
verbose_name	/rdmo/questionset[27]/verbose_name[4]	Datensatz	dataset	jeu de données	raccolta di dati
verbose_name_plural	/rdmo/questionset[27]/verbose_name_plural[4]	Datensätze	datasets	jeux de données	raccolte di dati
help	/rdmo/question[66]/help[4]				
text	/rdmo/question[66]/text[4]	Welche Informationen sind für Außenstehende notwendig, um die Daten zu verstehen (d. h. ihre Erhebung bzw. Entstehung, Analyse sowie die auf ihrer Basis gewonnenen Forschungsergebnisse nachvollziehen) und nachnutzen zu können?	Which information is necessary for other parties to understand the data (that is, to understand their collection or creation, analysis, and research results obtained on its basis) and to re-use it?	Quelles informations sont nécessaires aux autres parties pour comprendre les données (c'est-à-dire pour comprendre leur collecte ou leur création, les résultats d'analyse et de recherche obtenus sur leur base) et pour les réutiliser?	
verbose_name	/rdmo/question[66]/verbose_name[4]				
verbose_name_plural	/rdmo/question[66]/verbose_name_plural[4]				
help	/rdmo/question[67]/help[4]				
text	/rdmo/question[67]/text[4]	Welche Standards, Ontologien, Klassifikationen etc. werden zur Beschreibung der Daten und Kontextinformation genutzt?	Which standards, ontologies, classifications etc. are used to describe the data and context information?	Quelles normes, ontologies, classifications, etc. sont utilisées pour décrire les données et les informations contextuelles?	
verbose_name	/rdmo/question[67]/verbose_name[4]				
verbose_name_plural	/rdmo/question[67]/verbose_name_plural[4]				
help	/rdmo/question[68]/help[4]	Diese Information wird für einen Horizon 2020 Datenmanagementplan benötigt.	This information is needed for a Horizon 2020 data management plan.	Ces informations sont nécessaires pour un plan de gestion des données Horizon 2020.	
text	/rdmo/question[68]/text[4]	Sollte es unvermeidbar sein, projektspezifische oder seltene Ontologien, Metadatenschemata oder Vokabulare zu nutzen, werden Mappings zu gängigen Ontologien etc. erstellt?	In case it is unavoidable that you use uncommon or generate project-specific ontologies or vocabularies, will you provide mappings to more commonly used ontologies?	Dans le cas où il est inévitable que vous utilisiez des outils peu courants ou que vous génériez des ontologies ou des vocabulaires spécifiques au projet, fournirez-vous des mappages à des ontologies plus couramment utilisées?	
verbose_name	/rdmo/question[68]/verbose_name[4]				
verbose_name_plural	/rdmo/question[68]/verbose_name_plural[4]				
help	/rdmo/question[69]/help[4]				
text	/rdmo/question[69]/text[4]	Welche Metadaten werden automatisch erhoben?	Which metadata are collected automatically?	Quelles métadonnées sont collectées automatiquement?	
verbose_name	/rdmo/question[69]/verbose_name[4]				
verbose_name_plural	/rdmo/question[69]/verbose_name_plural[4]				
help	/rdmo/question[70]/help[4]	Welche Metadaten werden also durch den Computer / die Software automatisch erhoben, müssen aber überprüft werden?	So what metadata are automatically collected by the computer/software, but must be checked?		
text	/rdmo/question[70]/text[4]	Welche Metadaten werden semi-automatisch erhoben?	Which metadata are collected semi-automatically?	Quelles métadonnées sont collectées semi-automatiquement?	
verbose_name	/rdmo/question[70]/verbose_name[4]				
verbose_name_plural	/rdmo/question[70]/verbose_name_plural[4]				
help	/rdmo/question[71]/help[4]	Dafür bietet sich ein Metadaeneditor an.	A metadata editor is suitable for this.		
text	/rdmo/question[71]/text[4]	Welche Metadaten werden manuell erhoben?	Which metadata are collected manually?	Quelles métadonnées sont collectées manuellement?	
verbose_name	/rdmo/question[71]/verbose_name[4]				
verbose_name_plural	/rdmo/question[71]/verbose_name_plural[4]				
help	/rdmo/question[72]/help[4]				
text	/rdmo/question[72]/text[4]	Werden Metadaten und Kontextinformation auf Korrektheit und Vollständigkeit geprüft?	Are metadata and context information being checked for correctness and completeness?	Les métadonnées et les informations contextuelles sont-elles vérifiées pour leur exactitude et leur exhaustivité?	
verbose_name	/rdmo/question[72]/verbose_name[4]				
verbose_name_plural	/rdmo/question[72]/verbose_name_plural[4]				
help	/rdmo/question[73]/help[4]				
text	/rdmo/question[73]/text[4]	Wer ist verantwortlich für die Dokumentation und Prüfung der Metadaten und Kontextinformationen auf Richtigkeit und Vollständigkeit?	Who is responsible for documenting the metadata and context information and for checking if they are correct and complete?	Qui est chargé de documenter les métadonnées et les informations de contexte et de vérifier si elles sont correctes et complètes?	
verbose_name	/rdmo/question[73]/verbose_name[4]				
verbose_name_plural	/rdmo/question[73]/verbose_name_plural[4]				
title	/rdmo/questionset[28]/title[4]	Metadatenkosten	Metadata costs	Coûts des métadonnées	
help	/rdmo/questionset[28]/help[4]				
verbose_name	/rdmo/questionset[28]/verbose_name[4]				
verbose_name_plural	/rdmo/questionset[28]/verbose_name_plural[4]				
